LAHM file name,t_0 value,ISSW file name,AAE value,Plot group
run_1.txt,4.13731719774,,NaN,Other samples
run_1.txt,3.91642551089,,NaN,Other samples
run_1.txt,3.83644143892,,NaN,Other samples
run_1.txt,3.90352120952,,NaN,Other samples
run_1.txt,3.95539877456,,NaN,Other samples
run_1.txt,4.14741858372,,NaN,Other samples
run_1.txt,4.06411321354,,NaN,Other samples
run_1.txt,4.03797752718,,NaN,Other samples
run_1.txt,4.03653131531,,NaN,Other samples
run_1.txt,4.20968369753,,NaN,Other samples
run_1.txt,4.22823011604,,NaN,Other samples
run_1.txt,6.58775136065,1A.txt,1.65871829952,Rainier Site 1 surface
run_1.txt,6.18119175271,1B.txt,1.79841050833,Rainier Site 1 surface
run_1.txt,6.45424010938,,NaN,Other samples
2025-07-03-01-2A.txt,4.22441744364,2A.txt,1.46865635126,Rainier Site 1 subsurface
run_1.txt,4.37440946937,2A.txt,1.46865635126,Rainier Site 1 subsurface
run_1.txt,4.50678971319,,NaN,Other samples
run_1.txt,4.27428950791,3A.txt,1.82612080645,Rainier Site 1 subsurface
run_1.txt,4.27661235193,,NaN,Other samples
run_1.txt,4.27647138424,4A.txt,1.75785303639,Rainier Site 1 subsurface
run_1.txt,4.28331745714,,NaN,Other samples
run_1.txt,4.14030302287,5A.txt,1.58366194009,Rainier Site 1 subsurface
run_1.txt,4.28933810498,,NaN,Other samples
run_1.txt,4.38454240078,6.txt,1.2475472216,Rainier Site 1 subsurface
run_1.txt,6.1641550675,,NaN,Other samples
run_1.txt,5.94598713342,,NaN,Other samples
run_1.txt,4.95015643796,,NaN,Other samples
run_1.txt,4.15775704046,,NaN,Other samples
run_1.txt,4.42756774097,,NaN,Other samples
run_1.txt,4.40418468233,,NaN,Other samples
run_1.txt,4.34868422136,,NaN,Other samples
run_1.txt,4.14053199826,,NaN,Other samples
run_1.txt,4.31668333994,,NaN,Other samples
run_1.txt,4.31652934193,,NaN,Other samples
run_1.txt,4.41856526474,,NaN,Other samples
run_1.txt,4.34387819919,,NaN,Other samples
